set_code;set_name;set_rarity;set_price;release_date;region;language
DB2-EN180;Dark Beginning 2;Common;1.79;;;
LOD-068;Legacy of Darkness;Common;2.36;;;
LOD-EN068;Legacy of Darkness;Common;0;;;
DCR-063;Dark Crisis;Rare;2.08;;;
DCR-EN063;Dark Crisis;Rare;0.00;;;
DR1-EN225;Dark Revelation Volume 1;Common;0;;;
GFP2-EN120;Ghosts From the Past: The 2nd Haunting;Ultra Rare;0.93;;;
LCJW-EN210;Legendary Collection 4: Joey's World Mega Pack;Common;1.79;;;
SBLS-EN034;Speed Duel: Arena of Lost Souls;Common;1.5;;;
DB2-EN043;Dark Beginning 2;Common;0;;;
MRD-070;Metal Raiders;Rare;3.34;;;
MRD-E070;Metal Raiders;Rare;9.02;;;
MRD-EN070;Metal Raiders;Rare;11.78;;;
DR1-EN079;Dark Revelation Volume 1;Common;0;;;
MFC-024;Magician's Force;Rare;1.49;;;
SBAD-EN012;Speed Duel: Attack from the Deep;Common;1.12;;;
PRC1-EN008;Premium Collection Tin;Super Rare;1.46;;;
BLVO-EN055;Blazing Vortex;Super Rare;0;;;
CP08-EN008;Champion Pack: Game Eight;Rare;0;;;
LCGX-EN233;Legendary Collection 2: The Duel Academy Years Mega Pack;Secret Rare;0;;;
OP12-PT029;OTS Tournament Pack 12 (POR);Common;0.00;;;
RYMP-EN094;Ra Yellow Mega Pack;Common;0;;;
SDWA-EN009;Samurai Warlords Structure Deck;Common;3.19;;;
STON-EN013;Strike of Neos;Super Rare;0;;;
THSF-EN011;The Secret Forces;Super Rare;1.42;;;
SD7-EN002;Structure Deck: Invincible Fortress;Common;1.52;;;
SBAD-EN021;Speed Duel: Attack from the Deep;Common;1.07;;;
SDY-011;Starter Deck: Yugi;Common;1.56;;;
SDY-E009;Starter Deck: Yugi;Common;0.00;;;
SYE-009;Starter Deck: Yugi Evolution;Common;1.46;;;
MP22-EN050;2022 Tin of the Pharaoh's Gods;Prismatic Secret Rare;0;;;
BLVO-EN087;Blazing Vortex;Ultra Rare;0;;;
MP19-EN032;2019 Gold Sarcophagus Tin Mega Pack;Super Rare;0;;;
FLOD-EN052;Flames of Destruction;Rare;0;;;
DR3-EN055;Dark Revelation Volume 3;Super Rare;0;;;
SOD-EN055;Soul of the Duelist;Super Rare;0;;;
ANPR-EN088;Ancient Prophecy;Secret Rare;0;;;
MP24-EN366;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
DUNE-EN029;Duelist Nexus;Common;0;;;
CRMS-EN098;Crimson Crisis;Secret Rare;0;;;
FUEN-EN010;Fusion Enforcers;Secret Rare;0;;;
CT07-EN010;Collectible Tins 2010 Wave 1;Super Rare;3;;;
DLG1-EN104;Dark Legends;Ultra Rare;5.09;;;
DT03-EN057;Duel Terminal 3;Duel Terminal Normal Parallel Rare;0;;;
LCYW-EN165;Legendary Collection 3: Yugi's World Mega Pack;Common;1.06;;;
RP02-EN099;Retro Pack 2;Secret Rare;0;;;
JUMP-EN014;Shonen Jump 2007 subscription bonus;Ultra Rare;25.1;;;
SBCB-EN053;Speed Duel: Battle City Box;Common;1.11;;;
LTGY-EN043;Lord of the Tachyon Galaxy;Short Print;0;;;
MP24-EN014;25th Anniversary Tin: Dueling Mirrors;Quarter Century Secret Rare;0;;;
DPRP-EN021;Duelist Pack: Rivals of the Pharaoh;Common;0;;;
DPYG-EN012;Duelist Pack: Yugi;Common;1.43;;;
FIGA-EN006;Fists of the Gadgets;Super Rare;0;;;
SDGR-EN009;Geargia Rampage Structure Deck;Common;1.51;;;
HL05-EN002;Hobby League 5 participation card B;Ultra Parallel Rare;10.97;;;
LCYW-EN039;Legendary Collection 3: Yugi's World Mega Pack;Ultra Rare;0;;;
SDMM-EN015;Machina Mayhem Structure Deck;Common;1.13;;;
YSYR-EN019;Starter Deck: Yugi Reloaded;Common;1.03;;;
SD10-EN006;Structure Deck: Machine Re-Volt;Common;1.12;;;
TU08-EN002;Turbo Pack: Booster Eight;Super Rare;0;;;
YGLD-ENC16;Yugi's Legendary Decks;Common;1.29;;;
PHHY-EN098;Photon Hypernova;Super Rare;0;;;
LOB-034;Legend of Blue Eyes White Dragon;Common;1.43;;;
LOB-E028;Legend of Blue Eyes White Dragon;Common;7.27;;;
LOB-EN034;Legend of Blue Eyes White Dragon;Common;3.57;;;
YS14-EN020;Super Starter: Space-Time Showdown;Common;0;;;
BP01-EN056;Battle Pack: Epic Dawn;Common;0;;;
DB2-EN103;Dark Beginning 2;Common;1.25;;;
DT06-EN059;Duel Terminal 6b;Duel Terminal Normal Parallel Rare;0;;;
HL1-EN002;Hobby League 1 participation cards A;Super Rare;34.9;;;
TU06-EN014;Turbo Pack: Booster Six;Common;0;;;
BLC1-EN160;Battles of Legend: Chapter 1;Common;0;;;
DR2-EN024;Dark Revelation Volume 2;Common;0;;;
IOC-024;Invasion of Chaos;Common;3.27;;;
IOC-EN024;Invasion of Chaos;Common;0;;;
OP12-EN004;OTS Tournament Pack 12;Super Rare;0;;;
OP12-PT004;OTS Tournament Pack 12 (POR);Super Rare;0.00;;;
RA04-EN124;Quarter Century Stampede;Platinum Secret Rare;0;;;
SGX3-ENF12;Speed Duel GX: Duelists of Shadows;Common;0;;;
SDDE-EN013;The Dark Emperor Structure Deck;Common;3.36;;;
SDGU-EN008;Gates of the Underworld Structure Deck;Common;1.67;;;
STON-EN019;Strike of Neos;Common;0;;;
SR13-EN014;Structure Deck: Dark World;Common;0;;;
BP03-EN116;Battle Pack 3: Monster League;Shatterfoil Rare;0;;;
BP01-EN026;Battle Pack: Epic Dawn;Rare;0;;;
SP13-EN022;Star Pack 2013;Common;0;;;
YS11-EN043;Starter Deck: Dawn of the Xyz;Super Rare;0;;;
YS13-ENV08;Super Starter Power-Up Pack;Common;0;;;
MP24-EN370;25th Anniversary Tin: Dueling Mirrors;Common;0;;;
DUNE-EN046;Duelist Nexus;Common;0;;;
RIRA-EN052;Rising Rampage;Common;0;;;
DANE-EN002;Dark Neostorm;Common;0;;;
SAST-ENSE1;Savage Strike Special Edition;Super Rare;0.84;;;
MZTM-EN032;Maze of the Master;Super Rare;0;;;
YGLD-ENA13;Yugi's Legendary Decks;Common;1.06;;;
DB1-EN011;Dark Beginning 1;Common;0;;;
MRL-016;Magic Ruler;Common;1.42;;;
MRL-E016;Magic Ruler;Common;5.57;;;
SRL-016;Spell Ruler;Common;1.69;;;
SRL-EN016;Spell Ruler;Common;5.75;;;
DP07-EN009;Duelist Pack: Jesse Anderson;Super Rare;3.08;;;
LCGX-EN196;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.98;;;
OP27-EN026;OTS Tournament Pack 27;Common;0;;;
SR06-EN030;Structure Deck: Lair of Darkness;Super Rare;0;;;
FUEN-EN059;Fusion Enforcers;Super Rare;2.38;;;
SHSP-EN078;Shadow Specters;Rare;0;;;
SS02-ENBS1;Speed Duel Starter Decks: Duelists of Tomorrow;Common;1.12;;;
MRD-022;Metal Raiders;Common;2.18;;;
MRD-E022;Metal Raiders;Common;5.5;;;
MRD-EN022;Metal Raiders;Common;3.05;;;
DB1-EN184;Dark Beginning 1;Common;0;;;
PSV-070;Pharaoh's Servant;Common;2.25;;;
PSV-E070;Pharaoh's Servant;Common;7.94;;;
PSV-EN070;Pharaoh's Servant;Common;0;;;
SOVR-EN016;Stardust Overdrive;Common;0;;;
MP24-EN138;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
WISU-EN006;Wild Survivors;Ultra Rare;0;;;
MP23-EN055;25th Anniversary Tin: Dueling Heroes Mega Pack;Ultra Rare;0;;;
BACH-EN097;Battle of Chaos;Common;1.04;;;
AP06-EN015;Astral Pack Six;Short Print;7.93;;;
LEDE-EN019;Legacy of Destruction;Common;0;;;
OP27-EN007;OTS Tournament Pack 27;Super Rare;0;;;
LCJW-EN110;Legendary Collection 4: Joey's World Mega Pack;Common;0;;;
OP15-EN013;OTS Tournament Pack 15;Common;1.2;;;
OP15-PT013;OTS Tournament Pack 15 (POR);Common;0;;;
SDP-050;Starter Deck: Pegasus;Super Rare;1.88;;;
DR2-EN092;Dark Revelation Volume 2;Common;0;;;
IOC-091;Invasion of Chaos;Common;1.51;;;
IOC-EN091;Invasion of Chaos;Common;0;;;
BLTR-EN053;Battles of Legend: Terminal Revenge;Ultra Rare;0;;;
DR04-EN204;Dark Revelation Volume 4;Common;7.51;;;
EOJ-EN024;Enemy of Justice;Common;0;;;
IGAS-EN081;Ignition Assault;Common;0;;;
WSUP-EN029;World Superstars;Super Rare;0;;;
BLMR-EN034;Battles of Legend: Monstrous Revenge;Ultra Rare;0;;;
DP11-EN028;Duelist Pack: Crow;Common;0;;;
TSHD-EN067;The Shining Darkness;Rare;0;;;
DR04-EN225;Dark Revelation Volume 4;Rare;6.41;;;
DP05-EN015;Duelist Pack: Aster Phoenix;Common;0;;;
EOJ-EN045;Enemy of Justice;Rare;0;;;
DUSA-EN005;Duelist Saga;Ultra Rare;1.74;;;
DRLG-EN013;Dragons of Legend;Secret Rare;3.32;;;
DLCS-EN015;Dragons of Legend: The Complete Series;Common;2.24;;;
BP02-EN026;Battle Pack 2: War of the Giants;Mosaic Rare;0;;;
DR2-EN088;Dark Revelation Volume 2;Super Rare;0;;;
DT06-EN007;Duel Terminal 6a;Duel Terminal Normal Parallel Rare;0;;;
IOC-087;Invasion of Chaos;Ultra Rare;10.06;;;
IOC-EN087;Invasion of Chaos;Ultra Rare;0;;;
SDRL-EN011;Rise of the Dragon Lords Structure Deck;Common;1.52;;;
SBCB-EN134;Speed Duel: Battle City Box;Common;1.14;;;
SBPR-EN002;Yu-Gi-Oh! at Home Sweepstakes;Secret Rare;0;;;
DCR-008;Dark Crisis;Rare;2.2;;;
DCR-EN008;Dark Crisis;Rare;0.00;;;
DR1-EN170;Dark Revelation Volume 1;Common;0;;;
LCYW-EN132;Legendary Collection 3: Yugi's World Mega Pack;Common;1.43;;;
DCR-006;Dark Crisis;Ultra Rare;6.65;;;
DCR-EN006;Dark Crisis;Ultra Rare;0.00;;;
DR1-EN168;Dark Revelation Volume 1;Rare;0;;;
LCYW-EN130;Legendary Collection 3: Yugi's World Mega Pack;Common;1.8;;;
RA02-EN023;25th Anniversary Rarity Collection II;Collector's Rare;0;;;
BACH-EN040;Battle of Chaos;Secret Rare;0;;;
MAZE-EN049;Maze of Memories;Collector's Rare;0;;;
DRLG-EN010;Dragons of Legend;Secret Rare;3.83;;;
DLCS-EN012;Dragons of Legend: The Complete Series;Common;1.84;;;
DRL3-EN049;Dragons of Legend: Unleashed;Ultra Rare;0;;;
CT08-EN013;Collectible Tins 2011 Wave 2;Super Rare;2.64;;;
DRLG-EN009;Dragons of Legend;Super Rare;0;;;
DLCS-EN011;Dragons of Legend: The Complete Series;Common;1.08;;;
LC03-EN003;Legendary Collection 3: Yugi's World;Ultra Rare;2.85;;;
SOVR-EN097;Stardust Overdrive;Secret Rare;0;;;
DCR-005;Dark Crisis;Common;2.03;;;
DCR-EN005;Dark Crisis;Common;0.00;;;
DR1-EN167;Dark Revelation Volume 1;Common;0;;;
LCYW-EN129;Legendary Collection 3: Yugi's World Mega Pack;Common;1.49;;;
DCR-007;Dark Crisis;Ultra Rare;8;;;
DCR-EN007;Dark Crisis;Ultra Rare;0.00;;;
DR1-EN169;Dark Revelation Volume 1;Rare;0;;;
LCYW-EN131;Legendary Collection 3: Yugi's World Mega Pack;Common;5.32;;;
DCR-009;Dark Crisis;Common;1.76;;;
DCR-EN009;Dark Crisis;Common;0.00;;;
DR1-EN171;Dark Revelation Volume 1;Common;0;;;
LCYW-EN133;Legendary Collection 3: Yugi's World Mega Pack;Common;1.38;;;
SR02-EN004;Rise of the True Dragons Structure Deck;Common;0;;;
BLHR-EN075;Battles of Legend: Hero's Revenge;Ultra Rare;0;;;
LODT-EN000;Light of Destruction;Secret Rare;0;;;
LODT-ENSP1;Light of Destruction Sneak Peek Participation Card;Super Rare;6.4;;;
MGED-EN126;Maximum Gold: El Dorado;Rare;1.11;;;
SESL-EN032;Secret Slayers;Secret Rare;0;;;
MRD-083;Metal Raiders;Common;2.55;;;
MRD-E083;Metal Raiders;Common;6.51;;;
MRD-EN083;Metal Raiders;Common;3;;;
MRL-013;Magic Ruler;Common;1.39;;;
MRL-E013;Magic Ruler;Common;3.58;;;
SRL-013;Spell Ruler;Common;1.2;;;
SRL-EN013;Spell Ruler;Common;12.4;;;
INFO-EN074;The Infinite Forbidden;Common;0;;;
LED7-EN003;Legendary Duelists: Rage of Ra;Ultra Rare;7.32;;;
BP01-EN130;Battle Pack: Epic Dawn;Common;0;;;
DB2-EN224;Dark Beginning 2;Ultra Rare;5.49;;;
MC2-EN001;Master Collection Volume 2;Secret Rare;8.45;;;
PGD-025;Pharaonic Guardian;Ultra Rare;11.65;;;
RP02-EN067;Retro Pack 2;Common;0;;;
SD7-EN005;Structure Deck: Invincible Fortress;Common;2.14;;;
DR3-EN201;Dark Revelation Volume 3;Common;0;;;
SD7-EN013;Structure Deck: Invincible Fortress;Common;1.62;;;
TLM-EN021;The Lost Millennium;Common;0;;;
DCR-010;Dark Crisis;Rare;3.09;;;
DCR-EN010;Dark Crisis;Rare;0.00;;;
DR1-EN172;Dark Revelation Volume 1;Common;0;;;
LCYW-EN134;Legendary Collection 3: Yugi's World Mega Pack;Common;1.73;;;
SBCB-ENS06;Speed Duel: Battle City Box;Common;1.11;;;
SAST-EN053;Savage Strike;Super Rare;0;;;
MP20-EN011;2020 Tin of Lost Memories Mega Pack;Common;1.02;;;
SAST-EN015;Savage Strike;Rare;0;;;
MP20-EN032;2020 Tin of Lost Memories Mega Pack;Common;1.07;;;
SAST-EN073;Savage Strike;Rare;0;;;
MP20-EN031;2020 Tin of Lost Memories Mega Pack;Common;1.03;;;
SAST-EN072;Savage Strike;Common;0;;;
MP20-EN021;2020 Tin of Lost Memories Mega Pack;Prismatic Secret Rare;1.82;;;
SAST-EN051;Savage Strike;Super Rare;0;;;
MP20-EN009;2020 Tin of Lost Memories Mega Pack;Common;1.07;;;
SAST-EN013;Savage Strike;Common;0;;;
MP20-EN008;2020 Tin of Lost Memories Mega Pack;Common;1.04;;;
SAST-EN012;Savage Strike;Common;0;;;
MP20-EN022;2020 Tin of Lost Memories Mega Pack;Prismatic Secret Rare;2.38;;;
SAST-EN052;Savage Strike;Super Rare;0;;;
MP20-EN010;2020 Tin of Lost Memories Mega Pack;Common;1.02;;;
SAST-EN014;Savage Strike;Common;0;;;
MP20-EN077;2020 Tin of Lost Memories Mega Pack;Common;1.04;;;
DANE-EN060;Dark Neostorm;Common;0;;;
MP20-EN028;2020 Tin of Lost Memories Mega Pack;Common;1.03;;;
SAST-EN061;Savage Strike;Rare;0;;;
WSUP-EN040;World Superstars;Super Rare;0;;;
BOSH-EN036;Breakers of Shadow;Super Rare;0;;;
PEVO-EN027;Pendulum Evolution;Super Rare;0;;;
SR05-EN010;Structure Deck: Wave of Light;Common;0;;;
SR05-EN022;Structure Deck: Wave of Light;Common;0;;;
NECH-EN098;The New Challengers;Common;0;;;
MP24-EN078;25th Anniversary Tin: Dueling Mirrors;Prismatic Secret Rare;0;;;
CYAC-EN011;Cyberstorm Access;Secret Rare;0;;;
RA04-EN043;Quarter Century Stampede;Collector's Rare;0;;;
ROTA-EN074;Rage of the Abyss;Common;0;;;
MP22-EN020;2022 Tin of the Pharaoh's Gods;Common;0;;;
BLVO-EN034;Blazing Vortex;Common;0;;;
LC5D-EN178;Legendary Collection 5D's Mega Pack;Secret Rare;0;;;
LEHD-ENB04;Legendary Hero Decks;Common;1.32;;;
SP14-EN045;Star Pack 2014;Common;0;;;
STOR-EN011;Storm of Ragnarok;Rare;0;;;
LEHD-ENB00;Legendary Hero Decks;Ultra Rare;1.24;;;
OP18-EN023;OTS Tournament Pack 18;Common;1.1;;;
OP18-PT023;OTS Tournament Pack 18 (POR);Common;0;;;
ABPF-EN034;Absolute Powerforce;Common;0;;;
DT03-EN040;Duel Terminal 3;Duel Terminal Ultra Parallel Rare;0;;;
HA03-EN030;Hidden Arsenal 3;Secret Rare;0;;;
H5SE-EN002;Hidden Arsenal 5: Steelswarm Invasion: Special Edition;Super Rare;4.51;;;
HAC1-EN053;Hidden Arsenal: Chapter 1;Duel Terminal Ultra Parallel Rare;0;;;
SDFC-EN044;Structure Deck: Freezing Chains;Super Rare;0;;;
CYAC-EN066;Cyberstorm Access;Common;0;;;
MP22-EN169;2022 Tin of the Pharaoh's Gods;Common;0;;;
DAMA-EN074;Dawn of Majesty;Common;0.86;;;
MP22-EN128;2022 Tin of the Pharaoh's Gods;Common;0;;;
DAMA-EN012;Dawn of Majesty;Common;0.98;;;
MP22-EN148;2022 Tin of the Pharaoh's Gods;Common;0;;;
DAMA-EN043;Dawn of Majesty;Common;1.03;;;
MP22-EN127;2022 Tin of the Pharaoh's Gods;Super Rare;0;;;
DAMA-EN011;Dawn of Majesty;Common;0.92;;;
MP24-EN155;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
POTE-EN026;Power of the Elements;Common;0.8;;;
MP22-EN202;2022 Tin of the Pharaoh's Gods;Common;0;;;
BODE-EN023;Burst of Destiny;Common;1.02;;;
MP22-EN215;2022 Tin of the Pharaoh's Gods;Common;0;;;
BODE-EN049;Burst of Destiny;Common;1.03;;;
MP22-EN201;2022 Tin of the Pharaoh's Gods;Common;0;;;
BODE-EN022;Burst of Destiny;Common;0.92;;;
MP22-EN214;2022 Tin of the Pharaoh's Gods;Common;0;;;
BODE-EN048;Burst of Destiny;Super Rare;0;;;
MP22-EN159;2022 Tin of the Pharaoh's Gods;Common;0;;;
DAMA-EN058;Dawn of Majesty;Common;0.92;;;
DABL-EN089;Darkwing Blast;Secret Rare;0;;;
MP21-EN092;2021 Tin of Ancient Battles;Common;0.9;;;
ETCO-EN096;Eternity Code;Super Rare;0;;;
PSV-017;Pharaoh's Servant;Common;1.01;;;
PSV-E017;Pharaoh's Servant;Common;5.94;;;
PSV-EN017;Pharaoh's Servant;Common;0;;;
TP1-011;Tournament Pack: 1st Season;Rare;58.96;;;
TP1-E011;Tournament Pack: 1st Season;Rare;26.44;;;
GENF-EN028;Generation Force;Common;0;;;
DT05-EN071;Duel Terminal 5b;Duel Terminal Normal Parallel Rare;0;;;
HA05-EN038;Hidden Arsenal 5: Steelswarm Invasion;Super Rare;0;;;
DT06-EN079;Duel Terminal 6b;Duel Terminal Normal Parallel Rare;0;;;
HA06-EN043;Hidden Arsenal 6: Omega Xyz;Super Rare;0;;;
DT07-EN017;Duel Terminal 7a;Duel Terminal Normal Parallel Rare;0;;;
HA07-EN004;Hidden Arsenal 7: Knight of Stars;Super Rare;0;;;
DT05-EN070;Duel Terminal 5b;Duel Terminal Normal Parallel Rare;0;;;
HA05-EN037;Hidden Arsenal 5: Steelswarm Invasion;Super Rare;0;;;
DT06-EN026;Duel Terminal 6a;Duel Terminal Rare Parallel Rare;0;;;
HA06-EN011;Hidden Arsenal 6: Omega Xyz;Super Rare;0;;;
DT05-EN072;Duel Terminal 5b;Duel Terminal Normal Parallel Rare;0;;;
HA05-EN039;Hidden Arsenal 5: Steelswarm Invasion;Super Rare;0;;;
DAMA-EN019;Dawn of Majesty;Common;0.99;;;
DREV-EN086;Duelist Revolution;Rare;0;;;
LVAL-EN086;Legacy of the Valiant;Secret Rare;0;;;
NKRT-EN012;Noble Knights of the Round Table Box Set;Platinum Rare;13.16;;;
DCR-021;Dark Crisis;Common;7.25;;;
DCR-EN021;Dark Crisis;Common;5.77;;;
DR1-EN183;Dark Revelation Volume 1;Common;0;;;
KC01-EN009;25th Anniversary Ultimate Kaiba Set;Ultra Rare;0;;;
YAP1-EN005;Anniversary Pack;Ultra Rare;20.7;;;
SDK-011;Starter Deck: Kaiba;Common;2.19;;;
SDK-E010;Starter Deck: Kaiba;Common;11.8;;;
STAX-EN029;2-Player Starter Set;Common;0;;;
BP02-EN036;Battle Pack 2: War of the Giants;Common;0;;;
BP03-EN016;Battle Pack 3: Monster League;Common;0;;;
BP01-EN190;Battle Pack: Epic Dawn;Common;0;;;
CRV-EN007;Cybernetic Revolution;Common;0;;;
DR04-EN007;Dark Revelation Volume 4;Rare;23.55;;;
DEM2-EN014;Demo Deck 2015;Common;1.23;;;
SGX1-ENI07;Speed Duel GX: Duel Academy Box;Common;0;;;
SGX2-ENB02;Speed Duel GX: Midterm Paradox;Common;0;;;
YSDS-EN014;Starter Deck: Syrus Truesdale;Common;1.68;;;
DR04-EN218;Dark Revelation Volume 4;Common;1.75;;;
DP03-EN016;Duelist Pack: Jaden Yuki 2;Common;0;;;
EOJ-EN038;Enemy of Justice;Common;0;;;
SDHS-EN028;HERO Strike Structure Deck;Common;0;;;
LCGX-EN088;Legendary Collection 2: The Duel Academy Years Mega Pack;Common;1.96;;;
LDS3-EN107;Legendary Duelists: Season 3;Common;0.86;;;
RYMP-EN023;Ra Yellow Mega Pack;Secret Rare;0;;;
SGX2-ENA13;Speed Duel GX: Midterm Paradox;Common;0;;;
MP24-EN293;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
AMDE-EN025;Amazing Defenders;Collector's Rare;0;;;
MP18-EN041;2018 Mega-Tin Mega Pack;Common;0;;;
COTD-EN012;Code of the Duelist;Common;0;;;
SP18-EN015;Star Pack VRAINS;Common;0;;;
DR3-EN032;Dark Revelation Volume 3;Common;0;;;
SOD-EN032;Soul of the Duelist;Common;0;;;
LEDE-EN089;Legacy of Destruction;Common;0;;;
OP28-EN009;OTS Tournament Pack 28;Super Rare;0;;;
BLRR-EN022;Battles of Legend: Relentless Revenge;Ultra Rare;1.26;;;
HISU-EN029;Hidden Summoners;Secret Rare;0;;;
MAMA-EN017;Magnificent Mavens;Ultra Rare;0;;;
BP02-EN207;Battle Pack 2: War of the Giants;Common;0;;;
SGX3-END20;Speed Duel GX: Duelists of Shadows;Common;0;;;
STBL-EN070;Starstrike Blast;Common;0;;;
BP02-EN201;Battle Pack 2: War of the Giants;Common;0;;;
BP01-EN101;Battle Pack: Epic Dawn;Common;0;;;
CRMS-EN067;Crimson Crisis;Common;0;;;
BP02-EN158;Battle Pack 2: War of the Giants;Common;0;;;
STP2-EN016;Speed Duel Tournament Pack 2;Super Rare;0;;;
SBLS-EN043;Speed Duel: Arena of Lost Souls;Common;1.07;;;
5DS3-EN019;Starter Deck: Duelist Toolbox;Common;1.17;;;
MP16-EN040;2016 Mega-Tin Mega Pack;Common;0;;;
CROS-EN090;Crossed Souls;Common;0;;;
DUSA-EN040;Duelist Saga;Ultra Rare;1.25;;;
LED6-EN044;Legendary Duelists: Magical Hero;Common;1.28;;;
RA04-EN285;Quarter Century Stampede;Platinum Secret Rare;0;;;
SUDA-EN063;Supreme Darkness;Common;0;;;
SUDA-EN026;Supreme Darkness;Common;0;;;
CIBR-EN000;Circuit Break;Rare;0;;;
CIBR-ENSP1;Circuit Break Sneak Peek Participation Card;Ultra Rare;3.34;;;
DR3-EN060;Dark Revelation Volume 3;Super Rare;0;;;
SOD-EN060;Soul of the Duelist;Super Rare;0;;;
SGX1-ENE18;Speed Duel GX: Duel Academy Box;Common;0;;;
MRL-063;Magic Ruler;Common;1.49;;;
MRL-E063;Magic Ruler;Common;16.6;;;
SRL-063;Spell Ruler;Common;1.69;;;
SRL-EN063;Spell Ruler;Common;2.52;;;
WISU-EN042;Wild Survivors;Rare;0;;;
GAOV-EN009;Galactic Overlord;Super Rare;0;;;
GAOV-EN008;Galactic Overlord;Rare;0;;;
SP14-EN013;Star Pack 2014;Common;0;;;
CP05-EN017;Champion Pack: Game Five;Common;0;;;
DR3-EN038;Dark Revelation Volume 3;Rare;0;;;
DT02-EN093;Duel Terminal 2;Duel Terminal Normal Parallel Rare;2.91;;;
SOD-EN038;Soul of the Duelist;Rare;0;;;
STP5-EN013;Speed Duel Tournament Pack 5;Super Rare;0;;;
SBCB-EN162;Speed Duel: Battle City Box;Common;1.18;;;
SBC1-ENI30;Speed Duel: Streets of Battle City;Common;0;;;
5DS3-EN026;Starter Deck: Duelist Toolbox;Common;1.27;;;
SD4-EN024;Structure Deck: Fury from the Deep;Common;1.57;;;
SD7-EN022;Structure Deck: Invincible Fortress;Common;1.39;;;
MP21-EN253;2021 Tin of Ancient Battles;Prismatic Secret Rare;0;;;
CT03-EN006;Collectible Tins 2006 Wave 2;Secret Rare;14.13;;;
DR04-EN122;Dark Revelation Volume 4;Ultra Rare;232.45;;;
DUSA-EN097;Duelist Saga;Ultra Rare;2.02;;;
LC02-EN002;Legendary Collection 2: The Duel Academy Years;Ultra Rare;2.85;;;
SOI-EN002;Shadow of Infinity;Ultimate Rare;0;;;
SGX3-ENG02;Speed Duel GX: Duelists of Shadows;Common;0;;;
SDCB-EN011;Structure Deck: Legend of the Crystal Beasts;Common;0;;;
SDSA-EN043;Structure Deck: Sacred Beasts;Ultra Rare;0;;;
MP23-EN179;25th Anniversary Tin: Dueling Heroes Mega Pack;Rare;0;;;
DABL-EN032;Darkwing Blast;Common;0;;;
DP07-EN018;Duelist Pack: Jesse Anderson;Rare;2.7;;;
SDMM-EN028;Machina Mayhem Structure Deck;Common;2.22;;;
SDOK-EN028;Onslaught of the Fire Kings Structure Deck;Common;1.98;;;
SR02-EN030;Rise of the True Dragons Structure Deck;Common;0;;;
SR06-EN025;Structure Deck: Lair of Darkness;Common;0;;;
TU01-EN014;Turbo Pack: Booster One;Common;0;;;
CP04-EN018;Champion Pack: Game Four;Common;0;;;
DR3-EN126;Dark Revelation Volume 3;Common;0;;;
DT06-EN010;Duel Terminal 6a;Duel Terminal Normal Parallel Rare;0;;;
FET-EN006;Flaming Eternity;Common;0;;;
HISU-EN013;Hidden Summoners;Super Rare;1.39;;;
LCYW-EN260;Legendary Collection 3: Yugi's World Mega Pack;Rare;0;;;
SDWA-EN015;Samurai Warlords Structure Deck;Common;1.15;;;
SPWA-EN042;Spirit Warriors;Super Rare;1.38;;;
STOR-ENSE2;Storm of Ragnarok: Special Edition;Super Rare;2.82;;;
TDGS-EN085;The Duelist Genesis;Secret Rare;0;;;
DLCS-EN115;Dragons of Legend: The Complete Series;Common;1.07;;;
DRL3-EN019;Dragons of Legend: Unleashed;Ultra Rare;1.12;;;
DTP1-EN025;Duel Terminal - Preview Wave 2;Duel Terminal Normal Parallel Rare;113.61;;;
DT01-EN055;Duel Terminal 1;Duel Terminal Normal Parallel Rare;0;;;
TDGS-EN013;The Duelist Genesis;Rare;0;;;
DANE-EN026;Dark Neostorm;Common;0;;;
DB1-EN132;Dark Beginning 1;Common;0;;;
DLG1-EN016;Dark Legends;Common;1.51;;;
LOB-110;Legend of Blue Eyes White Dragon;Rare;6.58;;;
LOB-EN110;Legend of Blue Eyes White Dragon;Rare;12.4;;;
MRL-E110;Magic Ruler;Common;7.79;;;
RP01-EN015;Retro Pack;Common;1.61;;;
SDK-046;Starter Deck: Kaiba;Common;1.17;;;
SKE-019;Starter Deck: Kaiba Evolution;Common;1.15;;;
SDP-010;Starter Deck: Pegasus;Common;1.67;;;
AP05-EN016;Astral Pack Five;Common;0;;;
CSOC-EN034;Crossroads of Chaos;Super Rare;0;;;
DL11-EN011;Duelist League 2 participation cards;Rare;3.43;;;
SDLS-EN021;Lost Sanctuary Structure Deck;Common;1.08;;;
SR05-EN024;Structure Deck: Wave of Light;Common;0;;;
TP7-EN016;Tournament Pack 7;Common;3.81;;;
PTDN-ENSE2;Phantom Darkness: Special Edition;Super Rare;2.06;;;
SBCB-EN170;Speed Duel: Battle City Box;Common;1.22;;;
SBC1-ENF07;Speed Duel: Streets of Battle City;Common;0;;;
SDSC-EN004;Spellcaster's Command Structure Deck;Common;1.63;;;
MP24-EN234;25th Anniversary Tin: Dueling Mirrors;Ultra Rare;0;;;
